molecule_id,canonical_smiles,molecular_weight,logp,tpsa,h_bond_donors,h_bond_acceptors
BENCHMARK_28,CN1CCN(CC1)C2=C3C=CC=CC3=Nc4ccc(Cl)cc4N2,326.8310000000001,2.0298999999999996,30.869999999999997,1,4
BENCHMARK_29,FC(F)(F)c1c(Cl)nc(N2CCNCC2)cc1,265.666,2.1634,28.160000000000004,1,3
BENCHMARK_30,O.CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4ccccc4)C(=O)C1=O,535.5790000000003,-1.0649999999999937,187.92999999999998,3,7
BENCHMARK_31,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,226.276,1.1849999999999998,75.27000000000001,2,3
BENCHMARK_32,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,361.37300000000005,1.544,75.00999999999999,1,5
BENCHMARK_33,c1ccc(C(NCCCOc2cc(CN3CCCCC3)ccc2)=O)cc1,352.47800000000007,3.871400000000003,41.57,1,3
BENCHMARK_34,CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CS3)C,319.386,2.4747000000000003,64.43,0,5
BENCHMARK_35,CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3,336.479,4.136700000000003,23.550000000000004,0,2
BENCHMARK_36,CCOC(=O)c1cncn1C(C)c2ccccc2,244.294,2.669100000000001,44.12,0,3
BENCHMARK_37,CN(C)c1cc(C2=NC(N)=NN2)ccn1,204.237,0.5148999999999999,83.72000000000001,2,5
BENCHMARK_38,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,373.95300000000015,4.580200000000004,9.72,0,4
BENCHMARK_39,IC1=C(N([H])[H])C=CC(C2=NC3=CC=C(O[H])C=C3S2)=C1,368.19900000000007,3.8556999999999997,59.14,2,4
BENCHMARK_40,O=C(C)Nc1cc(c2csc(N=C(N)N)n2)ccc1,275.337,1.6733999999999998,106.39,3,4
BENCHMARK_41,CN1[C@H]2CCC[C@@H]1CC(C2)NC(=O)c3nn(C)c4ccccc34,312.41700000000003,2.3183999999999996,50.160000000000004,1,3
BENCHMARK_42,C[S](=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,356.2270000000001,0.40430000000000027,103.70000000000002,3,5
BENCHMARK_43,c1ccc(cc1)c1csc(n1)N=C(N)N,218.28499999999997,1.7149999999999999,77.28999999999999,2,3
BENCHMARK_44,CC(N)COc1c(C)cccc1C,179.26299999999998,2.02944,35.25,1,2
BENCHMARK_45,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,339.47900000000004,4.275500000000004,29.54,0,3
BENCHMARK_46,ClC1=CC=C(C2=C1)SC3=C(N2CCCNC)C=CC=C3,304.84599999999995,4.552200000000003,15.27,1,3
BENCHMARK_47,CN(C)Cc1ccc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)o1,326.35600000000005,2.991200000000001,83.91000000000001,1,6
BENCHMARK_48,Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(O)=O,462.5130000000002,-0.22560000000000074,150.54,3,9
BENCHMARK_49,n(ccc1)c(c1)CCN(C)C,150.225,1.1857,16.130000000000003,0,2
BENCHMARK_50,O=C1N(CCC1)CCCCN2CCN(CC2)c3cc(C(F)(F)F)ccn3,370.419,2.625000000000001,39.68000000000001,0,4
BENCHMARK_51,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,324.4240000000001,3.1732000000000014,45.59,1,4
BENCHMARK_52,c1(ccccc1)CC,106.16799999999999,2.2490000000000006,0.0,0,0
BENCHMARK_53,c1ccc(cc1N)c1csc(n1)N=C(N)N,233.29999999999998,1.2972000000000001,103.30999999999999,3,4
BENCHMARK_54,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,810.9889999999999,3.9909000000000034,154.1,3,12
BENCHMARK_55,c1(c(cc(NC(CCC)=O)cc1)C(C)=O)OCC(CNC(C)C)O,336.4320000000001,2.3655000000000013,87.66000000000001,3,5
BENCHMARK_56,ClC1=CC=C(SC(C=CC=C2)=C2N3CCCN)C3=C1,290.819,4.291500000000003,29.259999999999998,1,3
BENCHMARK_57,CN(C)Cc1ccc(CSCCNC2=C([N+]([O-])=O)C(Cc3ccccc3)=CN2)o1,414.5310000000001,4.513600000000003,87.34,2,6
BENCHMARK_58,CNC(=NC#N)Nc1cccc(c1)c1csc(n1)N=C(N)N,314.3780000000001,1.18338,137.5,4,5
BENCHMARK_59,n(ccc1)c(c1)CCNC,136.198,0.8434999999999999,24.92,1,2
BENCHMARK_61,[Cl-].CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13.[H+],342.69700000000006,2.2961,12.03,1,1
BENCHMARK_64,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,824.972,3.5175000000000036,171.17,3,12
BENCHMARK_65,CCC(NC(=O)c1c(c(nc2c1cccc2)c1ccccc1)C)c1ccccc1,380.4910000000001,6.091320000000005,41.99,1,2
BENCHMARK_66,ClC1=CC=CC(OC2CCN(CCC3CCCN3S(C4=CC(N([H])C=C5)=C5C=C4)(=O)=O)CC2)=C1,488.0530000000001,4.907900000000004,65.64,1,4
BENCHMARK_67,CN(C)Cc1ccnc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)c1,337.38300000000004,2.7932000000000006,83.66000000000001,1,6
BENCHMARK_68,CNCCCC12CCC(c3ccccc13)c4ccccc24,277.41100000000006,4.211400000000004,12.03,1,1
BENCHMARK_69,N1(Cc2cc(OCCCNc3nccs3)ccc2)CCCCC1,331.48500000000024,4.010000000000003,37.39,1,5
BENCHMARK_70,OC(C)(C)c1onc(c2ncn3c2CN(C)C(c4c3cccc4Cl)=O)n1,373.8,2.3887,97.28000000000002,1,6
BENCHMARK_71,[Na+].CO\N=C(C(=O)N[C@@H]1[C@@H]2SCC(=C(N2C1=O)C([O-])=O)COC(C)=O)\c3csc(N)n3,477.4560000000003,-4.953199999999994,176.34000000000003,2,12
BENCHMARK_72,C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,252.27299999999997,3.0294000000000008,58.86,1,2
BENCHMARK_73,C1CCCCC1,84.162,2.3406000000000002,0.0,0,0
BENCHMARK_74,Cc1csc(n1)N=C(N)N,156.214,0.3564200000000002,77.28999999999999,2,3
BENCHMARK_75,CCCN(CCc1c2c(c(cc1)O)NC(=O)C2)CCC,276.38000000000005,2.5513000000000003,52.57,2,3
BENCHMARK_76,Clc1cc2c(Oc3ccccc3C3CN(CC32)C)cc1,285.774,4.258500000000004,12.47,0,2
BENCHMARK_77,CN(C)Cc1oc(CSCCNC2C([N+]([O-])=O)=CC=N2)cc1,324.406,1.7351,83.91000000000001,1,7
BENCHMARK_78,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)COC(N)=O)/c3occc3,424.39100000000013,-0.5359999999999983,173.76,3,9
BENCHMARK_79,N1(Cc2cc(OCCCNc3oc4ccccc4n3)ccc2)CCCCC1,365.47700000000026,4.694700000000004,50.53,1,5
BENCHMARK_80,OC12c3c(Oc4c(C)cccc4C2CN(CC1)C)cccc3,295.38199999999995,3.4076200000000023,32.7,1,3
BENCHMARK_81,[O-][N+](C1=CC=NC1NCCSCc2ccccn2)=O,278.337,1.4754999999999998,80.42,1,6
BENCHMARK_82,c12c(nc([nH]1)NC(OC)=O)cc(SCCC)cc2,265.33799999999997,3.2433000000000014,67.00999999999999,2,4
BENCHMARK_83,c1cccn2c1nc(c2)CCN,161.20799999999997,0.8354999999999999,43.32,1,2
BENCHMARK_84,Cc1ncc(n1CC(O)CCl)[N+]([O-])=O,219.628,0.6994199999999999,81.19,1,4
BENCHMARK_85,CCCN(CCc1c2c(ccc1)NC(=O)C2)CCC,260.381,2.8457000000000017,32.34,1,2
BENCHMARK_86,Clc1cc2c(Oc3ccccc3C3CNCC32)cc1,271.747,3.9163000000000032,21.259999999999998,1,2
BENCHMARK_87,CN(CCC=C1c2ccccc2CCc2ccccc12)C,277.411,4.168600000000003,3.24,0,1
BENCHMARK_88,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSC3=NC(=O)C(=O)NN3C)/c4csc(N)n4,554.592,-1.6112999999999964,214.96000000000004,4,13
BENCHMARK_89,N1(Cc2cccc(OCCCNc3ccccn3)c2)CCCCC1,325.4560000000002,3.948500000000003,37.39,1,4
BENCHMARK_90,OC12c3c(Oc4c(C)cccc4C2CNCC1)cccc3,281.35499999999996,3.0654200000000014,41.49,2,3
BENCHMARK_91,[O-][N+](C1=CC=NC1NCCSCc2ncccc2Br)=O,357.233,2.2380000000000004,80.42,1,6
BENCHMARK_92,c12c3c(C(NC(C)=O)CCc2cc(c(c1OC)OC)OC)cc(=O)c(cc3)OC,399.4430000000001,2.8716000000000017,83.09000000000002,1,6
BENCHMARK_93,C1CCN(CC1)Cc1cc(OCCCO)ccc1,249.35399999999996,2.433700000000001,32.7,1,3
BENCHMARK_94,Cc1ncsc1CCCl,161.65699999999998,2.2328200000000002,12.89,0,2
BENCHMARK_95,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(C)=O,379.5010000000002,2.8907000000000007,90.9,3,5
BENCHMARK_96,ClCC(F)(F)F,118.48500000000001,1.7875,0.0,0,0
BENCHMARK_97,CN1C(=O)c2c(cccc2Cl)n2cnc(c2C1)c1noc(n1)C(C)C,357.8010000000001,3.2847000000000017,77.05,0,5
BENCHMARK_98,CO[C@]1(NC(=O)Cc2sccc2)[C@H]3SCC(=C(N3C1=O)C(O)=O)COC(N)=O,427.46000000000026,0.09859999999999991,148.26,3,8
BENCHMARK_99,NC(CC=C)c1ccccc1c2noc3c2cccc3,264.328,4.070700000000002,52.05,1,3
BENCHMARK_100,OC1C(N2CCC1)=NC(C)=C(CCN3CCC(CC3)c4c5ccc(F)cc5on4)C2=O,426.49200000000013,3.0813200000000016,84.38999999999999,1,6
BENCHMARK_101,CC(=O)Nc1ccc(O)cc1,151.165,1.3505999999999998,49.33,2,2
BENCHMARK_102,CC(=O)Oc1ccccc1C(O)=O,180.15899999999996,1.3101,63.6,1,3
BENCHMARK_103,O=C1N=CN=C2NNC=C12,136.11399999999998,-0.4022000000000001,74.43,2,3
BENCHMARK_104,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,354.48700000000014,3.475100000000002,94.83000000000001,3,4
BENCHMARK_105,CN1C(=O)N(C)c2nc[nH]c2C1=O.CN3C(=O)N(C)c4nc[nH]c4C3=O.NCCN,420.4340000000002,-3.1755999999999984,197.40000000000003,4,8
BENCHMARK_106,CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,645.3190000000002,6.936200000000007,42.68,0,4
BENCHMARK_107,O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O,419.45600000000013,-2.4503999999999966,227.45999999999998,4,6
BENCHMARK_108,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,349.4120000000001,0.3181000000000002,112.72999999999999,3,5
BENCHMARK_109,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,302.4580000000001,4.269300000000004,37.3,1,2
BENCHMARK_110,OC(=O)CCC(O)=O.FC(F)(F)c1ccc2Sc3ccccc3N(CCCN4CCN(CCC5OCCCO5)CC4)c2c1,625.71,5.404700000000005,102.77999999999999,2,8
BENCHMARK_111,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,286.718,2.4478999999999997,61.690000000000005,2,3
BENCHMARK_112,O=C1Nc2ccccc2N1C3CCN(CCOc4ccccc4)CC3,337.423,3.0455000000000014,50.260000000000005,1,3
BENCHMARK_113,COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,315.3690000000001,1.0481999999999996,59.0,1,5
BENCHMARK_114,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35,301.3420000000001,0.7452000000000001,70.0,2,5
BENCHMARK_115,CN1CCCC(C1)CN2c3ccccc3Sc4ccccc24,310.46600000000007,4.631100000000004,6.48,0,3
BENCHMARK_116,NC1=NC(=O)C(O1)c2ccccc2,176.17499999999998,0.5992,64.67999999999999,1,3
BENCHMARK_117,C[C@@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC=C(C)C,285.431,3.8826000000000036,23.47,1,2
BENCHMARK_118,CCc1cc(ccn1)C(N)=S,166.24899999999997,1.2782,38.91,1,2
BENCHMARK_119,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,588.5620000000001,1.338599999999999,160.83,3,13
BENCHMARK_120,NC(N)=Nc1scc(CSCCC(N)=N[S](N)(=O)=O)n1,337.456,-0.7679999999999989,175.82999999999998,4,6
BENCHMARK_121,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,306.276,0.7357999999999993,81.64999999999999,1,5
BENCHMARK_122,[Na+].[Na+].[Na+].[O-]C(=O)[P]([O-])([O-])=O,191.94999999999996,-11.7446,103.32,0,5
BENCHMARK_123,NCC1(CCCCC1)CC(O)=O,171.24,1.3703,63.32,2,2
BENCHMARK_124,[Na+].CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C([O-])=O,436.4650000000002,-1.8468999999999949,98.77000000000001,1,6
BENCHMARK_125,CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12,232.23899999999998,1.4230200000000002,72.19,1,3
BENCHMARK_126,Cc1c(O)cccc1C(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C,567.7960000000003,4.747620000000004,101.9,4,6
BENCHMARK_127,COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,458.58100000000013,5.351300000000005,42.32,1,4
BENCHMARK_128,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,289.375,1.9309,49.769999999999996,1,4
BENCHMARK_129,[Cl-].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O.[H+],515.3460000000003,-2.6010999999999953,181.62,6,10
BENCHMARK_130,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.4670000000002,1.8957000000000002,94.83,3,5
BENCHMARK_131,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O,378.4060000000001,0.4864999999999999,124.00999999999999,3,5
BENCHMARK_132,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(O)=O,226.232,-0.05310000000000015,115.81,5,5
BENCHMARK_133,CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12,292.3790000000001,1.6990999999999998,70.59,3,4
BENCHMARK_134,[Na+].Cc1sc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn4cnnn4)C3=O)C([O-])=O)nn1,476.5010000000002,-4.966779999999996,158.91999999999996,1,12
BENCHMARK_135,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc3ccncc3)C2=O)C(O)=O,423.47200000000015,0.47539999999999977,125.9,2,8
BENCHMARK_136,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,304.217,3.377900000000002,40.54,1,2
BENCHMARK_137,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,314.49800000000005,4.271100000000003,19.03,1,2
BENCHMARK_138,CN1CCN(CC1)C2=Nc3ccccc3Cc4ccccc24,291.398,2.916500000000001,18.84,0,3
BENCHMARK_139,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,403.9790000000002,3.942700000000003,29.950000000000003,1,5
BENCHMARK_140,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,247.338,2.2131,29.54,0,3
BENCHMARK_141,C1CCN(CC1)C2(CCCCC2)c3ccccc3,243.39399999999998,4.331900000000004,3.24,0,1
BENCHMARK_142,NNCCc1ccccc1.O[S](O)(=O)=O,234.277,0.0395999999999993,112.65,4,4
BENCHMARK_143,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,232.239,0.7003999999999997,75.27000000000001,2,3
BENCHMARK_144,NC(=O)OCCCc1ccccc1,179.21900000000002,1.7145000000000001,52.32000000000001,1,2
BENCHMARK_145,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,275.352,1.7739000000000003,44.81,1,4
BENCHMARK_146,NCC(O)c1ccc(O)c(O)c1,169.17999999999998,0.08989999999999998,86.71000000000001,4,4
BENCHMARK_147,COc1ccc2nc([nH]c2c1)[S](=O)Cc3ncc(C)c(OC)c3C,345.42400000000015,2.8997400000000013,77.10000000000001,1,5
BENCHMARK_148,Cc1onc(c2ccccc2)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(O)=O,401.4440000000002,1.8953199999999997,112.74000000000001,2,6
BENCHMARK_149,OC[C@H]1O[C@H](C[C@@H]1O)n2cnc3[C@H](O)CN=CNc23,268.273,-0.9890000000000005,112.13,4,7
BENCHMARK_150,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C([O-])=O,349.3880000000001,-0.6375999999999995,98.77000000000001,1,6
BENCHMARK_151,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,323.13200000000006,0.909,112.70000000000002,3,5
BENCHMARK_152,N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1Cl,295.72900000000004,0.12990000000000024,118.69,2,5
BENCHMARK_153,CCCNC(=O)N[S](=O)(=O)c1ccc(Cl)cc1,276.745,1.7379,75.27000000000001,2,3
BENCHMARK_154,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,478.88500000000033,0.28239999999999993,181.62,6,10
BENCHMARK_155,N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,338.7720000000001,0.9242000000000007,109.49000000000001,3,4
BENCHMARK_156,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,242.702,3.060500000000001,35.53,0,3
BENCHMARK_157,CC(C)(Oc1ccc(Cl)cc1)C(O)=O,214.648,2.582,46.53,1,2
BENCHMARK_158,Clc1ccccc1C(n2ccnc2)(c3ccccc3)c4ccccc4,344.845,5.376700000000004,17.82,0,1
BENCHMARK_159,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,346.46700000000016,2.666700000000002,74.6,2,4
BENCHMARK_160,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,360.45000000000016,1.9898,91.66999999999999,2,5
BENCHMARK_161,OCC[C@@H]1CCN(CC\C=C2/c3ccc(F)cc3Sc4ccc(cc24)C(F)(F)F)CC1,451.52900000000017,6.225300000000005,23.47,1,3
BENCHMARK_162,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,461.5560000000001,5.8570000000000055,41.03,1,2
BENCHMARK_163,OCCN1CCN(CC\C=C/2c3ccccc3COc4ccc(Cl)cc24)CC1,398.93400000000014,3.664100000000002,35.94,1,4
BENCHMARK_164,NC(=O)C1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)N3CCCCC3,375.4880000000003,2.5943999999999994,66.64,1,4
BENCHMARK_165,Clc1ccc2N(CC3CC3)C(=O)CN=C(c4ccccc4)c2c1,324.811,3.934000000000003,32.67,0,2
BENCHMARK_166,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,318.5010000000001,4.595200000000005,37.3,1,2
BENCHMARK_167,CCC1(C(=O)NCNC1=O)c2ccccc2,218.256,0.5378999999999994,58.2,2,2
BENCHMARK_168,CCN(CC)CCOC(=O)c1ccc(N)cc1,236.315,1.7673999999999999,55.56,1,4
BENCHMARK_169,OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3,287.44699999999995,3.940400000000003,23.47,1,2
BENCHMARK_170,CN(C)CCCN1c2ccccc2Sc3ccccc13,284.42800000000005,4.241000000000003,6.48,0,3
BENCHMARK_171,CC(C)NCC(O)COc1cccc2[nH]ccc12,248.32600000000002,1.9055999999999995,57.279999999999994,3,3
BENCHMARK_172,CO[C@@H]([C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]6C[C@@H](O[C@H]7C[C@@H](O[C@H]8C[C@](C)(O)[C@H](O)[C@@H](C)O8)[C@H](O)[C@@H](C)O7)[C@H](O)[C@@H](C)O6)C(=O)[C@@H](O)[C@@H](C)O,1085.1560000000002,-0.24927999999999162,358.20000000000005,11,24
BENCHMARK_173,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,424.5340000000002,2.4404000000000003,124.29000000000002,4,6
BENCHMARK_174,O=C1CN(CC2N1CCc3ccccc23)C(=O)C4CCCCC4,312.4130000000002,2.5349000000000004,40.620000000000005,0,2
BENCHMARK_175,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.32300000000004,1.2575999999999998,105.51,2,7
BENCHMARK_176,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,369.4250000000001,2.740520000000001,117.54,3,8
BENCHMARK_177,NC(CO)(CO)CO,121.136,-2.3391999999999995,86.71000000000001,4,4
BENCHMARK_178,NC1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(O)=O)C(=O)c4cc3F)c5ccc(F)cc5F,416.3590000000001,1.8944999999999996,101.44999999999999,2,5
